"tweetID","event","time","Relevancy","Moral","Stand","Rhetoric scheme","Victim","Villain","Hero","Problem nature","Blame target"
"739315947589099520",1,"before",1,"0","-1","4","1","1","0","0","0"
"741516944998813696",1,"before",1,"0","0","0-None","0","0","0","0","0"
"739315254144860160",1,"before",1,"0","-1","4","1","1","0","0","0"
"738702420407095296",1,"before",1,"1","1","1-4","0","0","1","0","0"
"738059626432724992",1,"before",1,"1","1","1-4","1","0","0","1","0"
"741713919945768960",1,"before",1,"0","-1","4","0","0","0","0","0"
"741103194537742336",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"740602021166874624",1,"before",1,"0","1","0-None","0","0","1","0","0"
"737711956094648320",1,"before",1,"0","-1","1-5","0","1","0","0","0"
"740067873322721282",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"737661960834146304",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"737704427897774080",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"737603354159775745",1,"before",1,"0","1","0-None","0","0","1","0","0"
"738538995781509121",1,"before",1,"1","1","6","0","0","1","1","0"
"737806906069123074",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"738755292100452352",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"741625120817590272",1,"before",1,"0","-1","5","0","0","0","0","0"
"739820986065903616",1,"before",1,"0","-1","2","1","1","0","0","0"
"741510892878200832",1,"before",1,"0","1","6","1","0","0","1","1"
"738137543351230465",1,"before",1,"0","-1","1-4","0","1","1","0","0"
"741667802264788996",1,"before",1,"0","-1","4","0","0","0","0","0"
"740331491712847875",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"738483270820601856",1,"before",1,"0","-1","1-5","0","1","0","0","0"
"741080561641394176",1,"before",1,"0","-1","1-5","1","1","0","0","0"
"738381761713967104",1,"before",1,"0","1","2","0","0","0","0","0"
"741659843514093570",1,"before",1,"0","-1","4","1","1","0","0","1"
"739944531882352642",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"740258365658517505",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"737057778943025152",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"737437930910679040",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"738090400972345346",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"741611264875581440",1,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"738705160743079936",1,"before",1,"1","1","1-4","0","0","1","1","0"
"741678682104811520",1,"before",1,"0","1","2","0","0","0","1","1"
"739225524069752832",1,"before",1,"0","-1","4","0","1","0","0","0"
"741512282207715329",1,"before",1,"0","1","1-4","1","1","0","1","1"
"738132278988050432",1,"before",1,"0","1","5","0","0","0","0","0"
"741495074844860416",1,"before",1,"0","1","6","0","0","0","1","0"
"741560553668104192",1,"before",1,"1","1","1-2","1","1","1","1","0"
"741527968774639616",1,"before",1,"1","1","1-4","1","0","0","1","1"
"914931899264651265",2,"0_48",1,"0","-1","2","0","1","0","1","1"
"914826623349870592",2,"0_48",1,"1","1","4","0","1","0","1","1"
"915013171483697152",2,"0_48",1,"0","0","4","0","0","0","0","0"
"915073408919941120",2,"0_48",1,"0","1","2","0","0","0","1","1"
"914934802989666304",2,"0_48",1,"0","-1","5","0","0","0","0","0"
"915037751308898304",2,"0_48",1,"1","1","4","0","1","0","1","1"
"915321704473399297",2,"0_48",1,"0","1","5","0","0","0","1","0"
"914854506814332928",2,"0_48",1,"1","-1","5","0","1","0","1","1"
"914841902838554624",2,"0_48",1,"1","1","1-4","1","0","0","1","1"
"914824712043233280",2,"0_48",1,"1","1","4","0","1","0","1","1"
"914913443525754880",2,"0_48",1,"1","1","2","0","1","0","1","1"
"915302870299398144",2,"0_48",1,"1","-1","1-3","0","0","0","0","0"
"915004694812119041",2,"0_48",1,"1","0.5","0-None","0","0","0","0","0"
"915253379923873794",2,"0_48",1,"0","-1","2","0","0","0","1","1"
"915002275877216257",2,"0_48",1,"1","1","2","1","0","0","1","1"
"914913938713858048",2,"0_48",1,"1","-1","2","0","0","0","1","0"
"914877629135810561",2,"0_48",1,"0","0","4","0","0","0","1","0"
"915028213532827648",2,"0_48",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"914943920584269824",2,"0_48",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"915218544182288384",2,"0_48",1,"1","1","3","0","0","0","0","0"
"915705439043629059",2,"48_168",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"915614513721987072",2,"48_168",1,"0","1","1-5","0","1","0","1","0"
"916733422739099649",2,"48_168",1,"0","-1","1-5","0","1","0","1","1"
"915403085903749121",2,"48_168",1,"0","1","1-5","0","1","0","1","1"
"916778775236329472",2,"48_168",1,"0","0","2","0","0","0","0","0"
"915635893586632704",2,"48_168",1,"0","1","2","0","0","0","0","0"
"915589696297848832",2,"48_168",1,"0","-1","2","0","0","0","0","0"
"915388844874375169",2,"48_168",1,"0","1","4","0","0","0","0","0"
"915397886464155648",2,"48_168",1,"0","-1","2","0","0","0","1","1"
"915404002401144832",2,"48_168",1,"1","-1","3","0","0","0","0","0"
"917106380615639040",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"917176296463110144",2,"48_168",1,"0","1","2","0","0","0","0","0"
"915974637699309568",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"915700484542992384",2,"48_168",1,"0","0","0-None","0","0","0","1","1"
"915422475026132992",2,"48_168",1,"0","1","0-None","0","1","0","1","1"
"916236472864395264",2,"48_168",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"916377933538824194",2,"48_168",1,"1","1","5","0","0","1","1","0"
"915577950656897024",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"916062322384297985",2,"48_168",1,"0","1","3","0","0","0","0","0"
"916822843593232385",2,"48_168",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"917550713382809600",2,"168_336",1,"1","-1","2","1","1","0","1","1"
"917202656875220995",2,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"918334120874438656",2,"168_336",1,"0","0","0-None","0","0","0","0","0"
"917494751657693189",2,"168_336",1,"1","1","2","0","0","0","0","0"
"918474600123691009",2,"168_336",1,"0","1","6","0","0","1","1","1"
"919006407982231552",2,"168_336",1,"0","0","0-None","0","0","0","1","1"
"917821053937864704",2,"168_336",1,"0","1","5","0","0","0","0","0"
"917430466659209216",2,"168_336",1,"1","1","6","0","0","1","1","0"
"918158576513773568",2,"168_336",1,"0","-1","4","0","1","0","0","0"
"918964942220402688",2,"168_336",1,"0","0","0-None","0","0","0","0","0"
"917744875898134528",2,"168_336",1,"0","-1","4","0","0","0","1","0"
"919529758228189184",2,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"917502241204002816",2,"168_336",1,"0","0","2","0","0","0","1","1"
"918858434111565824",2,"168_336",1,"1","1","0-None","0","0","0","0","0"
"917520097337626624",2,"168_336",1,"1","1","6","0","0","0","0","1"
"918821723688067072",2,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"917402722709725187",2,"168_336",1,"0","-1","2","0","0","0","0","1"
"917457278277767170",2,"168_336",1,"0","-1","2","0","0","0","0","0"
"918130865892446208",2,"168_336",1,"0","1","4","0","0","0","0","0"
"917258969042866176",2,"168_336",1,"0","0","5","0","0","0","0","0"
"914279728776957952",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"910946381887627264",2,"before",1,"0","-1","2","0","0","0","1","1"
"911775141213896704",2,"before",1,"0","0","4","0","0","0","0","0"
"911989323771387904",2,"before",1,"0","1","6","0","0","0","0","0"
"910708074297438209",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"912676323037982722",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"913828663237345280",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"909816302566625281",2,"before",1,"0","-1","5","0","0","0","0","0"
